,day,month,year,holiday,temp,increase,power
1034,22,8,2019,0,27.5,0.21810071989636115,61114
1035,23,8,2019,0,27.7,-1.274667015741074,60335
1036,24,8,2019,1,28.1,-4.012596337117759,57914
1037,25,8,2019,1,29.8,1.0895465690506614,58545
1038,26,8,2019,0,30.0,16.001366470236572,67913
1039,27,8,2019,0,29.4,-2.273496974069765,66369
1040,28,8,2019,0,29.1,-0.6946013952297005,65908
1041,29,8,2019,0,29.8,4.6640771985191485,68982
1042,30,8,2019,0,28.2,-10.888347684903307,61471
1043,31,8,2019,1,26.4,-16.070992825885373,51592
1044,1,9,2019,1,27.0,-12.587222825244224,45098
1045,2,9,2019,1,28.8,-1.5100447913432968,44417
1046,3,9,2019,0,29.1,32.04403719296665,58650
1047,4,9,2019,0,29.0,5.6078431372549025,61939
1048,5,9,2019,0,30.5,9.221976460711346,67651
1049,6,9,2019,0,30.7,5.046488595881804,71065
1050,7,9,2019,1,31.2,0.4840638851755435,71409
1051,8,9,2019,1,30.9,-6.207900964864372,66976
1052,9,9,2019,0,30.5,7.750537505972288,72167
1053,10,9,2019,0,27.3,-13.399476214890466,62497
1054,11,9,2019,0,27.5,-1.920092164423892,61297
1055,12,9,2019,0,28.9,3.8044276228852962,63629
1056,13,9,2019,0,29.2,1.7712049537160732,64756
1057,14,9,2019,1,29.7,-1.022299091976033,64094
1058,15,9,2019,1,30.0,-2.552501014135488,62458
1059,16,9,2019,0,28.8,11.396458420058279,69576
1060,17,9,2019,0,29.2,0.9601011843164308,70244
1061,18,9,2019,0,29.3,-3.8622515802061383,67531
1062,19,9,2019,0,26.0,-11.268898727991589,59921
1063,20,9,2019,0,27.6,3.1875302481600776,61831
1064,21,9,2019,1,28.6,-5.510180977179731,58424
1065,22,9,2019,1,27.7,-10.165343009722033,52485
1066,23,9,2019,0,26.7,11.191769076879108,58359
1067,24,9,2019,0,26.8,1.1412121523672443,59025
1068,25,9,2019,0,27.2,1.1622193985599325,59711
1069,26,9,2019,0,27.4,0.16077439667732915,59807
1070,27,9,2019,0,27.8,-0.2825756182386677,59638
1071,28,9,2019,1,27.2,-5.221503068513363,56524
1072,29,9,2019,1,27.4,-6.407897530252637,52902
1073,30,9,2019,0,28.1,14.783940115685606,60723
1074,1,10,2019,0,28.6,3.301879024422377,62728
1075,2,10,2019,0,28.5,0.875207243973983,63277
1076,3,10,2019,0,26.1,-7.799042306051173,58342
1077,4,10,2019,0,26.5,-2.965273730760001,56612
1078,5,10,2019,1,27.0,-3.8136790786405714,54453
1079,6,10,2019,1,28.1,-4.699465594182138,51894
1080,7,10,2019,0,27.6,14.458318880795467,59397
1081,8,10,2019,0,26.1,-4.552418472313416,56693
1082,9,10,2019,0,24.6,-3.3213977034201747,54810
1083,10,10,2019,0,27.4,6.079182630906769,58142
1084,11,10,2019,0,28.6,4.145024250971758,60552
1085,12,10,2019,1,28.9,-3.6497555819791256,58342
1086,13,10,2019,1,28.3,-9.840252305371774,52601
1087,14,10,2019,0,26.5,7.650044675956732,56625
1088,15,10,2019,0,25.7,-3.1487858719646797,54842
1089,16,10,2019,0,26.3,1.6009627657634657,55720
1090,17,10,2019,0,25.8,-0.6030150753768844,55384
1091,18,10,2019,0,24.4,-5.537700418893544,52317
1092,19,10,2019,1,24.9,-4.518607718332473,49953
1093,20,10,2019,1,26.1,-5.060757111684984,47425
1094,21,10,2019,0,27.0,17.699525566684233,55819
1095,22,10,2019,0,27.6,4.555796413407621,58362
1096,23,10,2019,0,28.7,3.7661492066755766,60560
1097,24,10,2019,0,23.4,-13.165455746367238,52587
1098,25,10,2019,0,23.8,-2.0613459600281443,51503
1099,26,10,2019,1,25.3,-2.4736423120983244,50229
1100,27,10,2019,1,26.0,-4.59694598737781,47920
1101,28,10,2019,0,22.8,4.515859766277129,50084
1102,29,10,2019,0,22.9,-0.6169635013177861,49775
1103,30,10,2019,0,22.7,0.7132094424912104,50130
1104,31,10,2019,0,22.5,-1.855176540993417,49200
1105,1,11,2019,0,19.2,-2.6463414634146343,47898
1106,2,11,2019,1,21.3,-1.808008685122552,47032
1107,3,11,2019,1,23.8,-5.898111923796563,44258
1108,4,11,2019,0,24.4,12.061096298974194,49596
1109,5,11,2019,0,22.7,0.5323009920154851,49860
1110,6,11,2019,0,23.1,1.1070998796630565,50412
1111,7,11,2019,0,24.9,1.5293977624375148,51183
1112,8,11,2019,0,23.8,-1.1644491335013578,50587
1113,9,11,2019,1,21.7,-5.778164350524839,47664
1114,10,11,2019,1,21.9,-8.117237327962401,43795
1115,11,11,2019,0,22.6,12.914716291814134,49451
1116,12,11,2019,0,22.8,2.6733534205577243,50773
1117,13,11,2019,0,24.5,2.660863057136667,52124
1118,14,11,2019,0,20.7,-4.972757271122708,49532
1119,15,11,2019,0,22.4,1.0720342404909955,50063
1120,16,11,2019,1,24.7,-3.2838623334598407,48419
1121,17,11,2019,1,25.9,-4.814225820442387,46088
1122,18,11,2019,0,25.7,13.87562923103628,52483
1123,19,11,2019,0,19.4,-6.8250671646056835,48901
1124,20,11,2019,0,20.6,1.1942496063475183,49485
1125,21,11,2019,0,21.2,0.24047691219561484,49604
1126,22,11,2019,0,22.3,0.6350294331102331,49919
1127,23,11,2019,1,23.7,-3.307357919830125,48268
1128,24,11,2019,1,24.5,-6.032982514295187,45356
1129,25,11,2019,0,24.0,11.647852544316075,50639
1130,26,11,2019,0,22.7,-0.7622583384348032,50253
1131,27,11,2019,0,24.3,2.5789505104172887,51549
1132,28,11,2019,0,20.9,-4.293002774059632,49336
1133,29,11,2019,0,21.1,-0.4560564293821956,49111
1134,30,11,2019,1,21.6,-4.180326199833032,47058
1135,1,12,2019,1,21.7,-7.3802541544477025,43585
1136,2,12,2019,0,18.9,9.104049558334287,47553
1137,3,12,2019,0,17.9,2.4267659243370554,48707
1138,4,12,2019,0,16.2,-0.09854846325990103,48659
1139,5,12,2019,0,17.6,0.1952362358453729,48754
1140,6,12,2019,0,17.1,-0.2666447881199491,48624
1141,7,12,2019,1,15.0,-2.9306515301085883,47199
1142,8,12,2019,1,14.3,-5.7564778914807535,44482
1143,9,12,2019,0,15.1,9.70280113304258,48798
1144,10,12,2019,0,14.5,1.8054018607319973,49679
1145,11,12,2019,0,15.3,0.5716701221844239,49963
1146,12,12,2019,0,16.5,0.6484798751075797,50287
1147,13,12,2019,0,18.5,-0.8670232863364291,49851
1148,14,12,2019,1,19.6,-4.005937694329101,47854
1149,15,12,2019,1,22.1,-6.089355121828897,44940
1150,16,12,2019,0,22.9,10.505117935024476,49661
1151,17,12,2019,0,23.3,2.7365538350013088,51020
1152,18,12,2019,0,24.4,1.8267346138769112,51952
1153,19,12,2019,0,23.1,-1.493686479827533,51176
1154,20,12,2019,0,17.1,-3.6814131624198847,49292
1155,21,12,2019,1,16.1,-2.0814736671265117,48266
1156,22,12,2019,1,16.5,-5.3702399204408895,45674
1157,23,12,2019,0,17.8,9.742960984367476,50124
1158,24,12,2019,0,21.4,2.212512967839757,51233
1159,25,12,2019,0,23.3,-0.08393027931216207,51190
1160,26,12,2019,0,21.9,-1.3733151006055868,50487
1161,27,12,2019,0,16.9,-2.529363994691703,49210
1162,28,12,2019,1,17.2,-3.174151595204227,47648
1163,29,12,2019,1,18.6,-5.725319006044325,44920
1164,30,12,2019,0,19.7,6.019590382902938,47624
1165,31,12,2019,0,20.6,-0.7349235679489333,47274
